Rl_,fn_,D_,M_,Effi_,SampleT_
201,0.98,0.439039999999569,0.992126860449881,97.6805099843503,2.79999999999725e-06
201,0.99,0.443519999999564,0.992126860449881,97.6805099843503,2.79999999999725e-06
202,0.6,0.297600000000564,1.52840775806236,97.7296510371889,3.10000000000588e-06
202,0.61,0.302560000000573,1.48636527141129,97.7428256967409,3.10000000000588e-06
202,0.62,0.307520000000583,1.44682049027519,97.7512447717171,3.10000000000588e-06
202,0.63,0.312480000000592,1.42781161776369,97.7530972085366,3.10000000000588e-06
202,0.64,0.317440000000602,1.39164625667672,97.7582371289915,3.10000000000588e-06
202,0.65,0.322400000000611,1.37444700856999,97.7612286496182,3.10000000000588e-06
202,0.66,0.32736000000062,1.34124714689697,97.7649415454238,3.10000000000588e-06
202,0.67,0.33232000000063,1.32519938630517,97.7627888721749,3.10000000000588e-06
202,0.68,0.337280000000639,1.29460712023022,97.7637792654677,3.10000000000588e-06
202,0.69,0.331200000000331,1.28003094365169,97.7653484773503,3.000000000003e-06
202,0.7,0.336000000000336,1.26558406499608,97.7609148358391,3.000000000003e-06
202,0.71,0.340800000000341,1.25173288890547,97.7607919899781,3.000000000003e-06
202,0.72,0.345600000000346,1.22483023442551,97.754419513181,3.000000000003e-06
202,0.73,0.35040000000035,1.21175323666548,97.7456125373733,3.000000000003e-06
202,0.74,0.355200000000355,1.19919694704001,97.742397421262,3.000000000003e-06
202,0.75,0.36000000000036,1.18672128891272,97.7325212066666,3.000000000003e-06
202,0.76,0.364800000000365,1.17474472761113,97.7251122167411,3.000000000003e-06
202,0.77,0.36960000000037,1.16286871233114,97.7146838829702,3.000000000003e-06
202,0.78,0.374400000000374,1.15139393627423,97.6992805561634,3.000000000003e-06
202,0.79,0.366560000000016,1.1402664381074,97.710004277184,2.90000000000012e-06
202,0.8,0.371200000000016,1.12938622071217,97.7020829934689,2.90000000000012e-06
202,0.81,0.375840000000016,1.11870796255434,97.7073149536487,2.90000000000012e-06
202,0.82,0.380480000000016,1.10847842039672,97.7110315079839,2.90000000000012e-06
202,0.83,0.385120000000017,1.09824157811033,97.7099101798515,2.90000000000012e-06
202,0.84,0.389760000000017,1.0884405316994,97.7161867217937,2.90000000000012e-06
202,0.85,0.394400000000017,1.07862097218761,97.7068553757622,2.90000000000012e-06
202,0.86,0.399040000000017,1.0692138471656,97.7096030266937,2.90000000000012e-06
202,0.87,0.403680000000017,1.05977532318346,97.6991877303242,2.90000000000012e-06
202,0.88,0.408320000000018,1.05977532318346,97.6991877303242,2.90000000000012e-06
202,0.89,0.412960000000018,1.05073477131775,97.6881696332013,2.90000000000012e-06
202,0.9,0.403199999999604,1.04166124202528,97.6733558682778,2.79999999999725e-06
202,0.91,0.407679999999599,1.03296014458783,97.6585140385003,2.79999999999725e-06
202,0.92,0.412159999999595,1.02435807630364,97.6496201811468,2.79999999999725e-06
202,0.93,0.416639999999591,1.02435807630364,97.6496201811468,2.79999999999725e-06
202,0.94,0.421120000003761,1.01600508511334,97.6305102121185,2.800000000025e-06
202,0.95,0.425599999999582,1.00787624766436,97.6354291822455,2.79999999999725e-06
202,0.96,0.430079999999577,1.00787624766436,97.6354291822455,2.79999999999725e-06
202,0.97,0.434559999999573,1.00008447231052,97.6439423925887,2.79999999999725e-06
202,0.98,0.439039999999569,0.992153756574659,97.6797945176851,2.79999999999725e-06
202,0.99,0.443519999999564,0.992153756574659,97.6797945176851,2.79999999999725e-06
203,0.6,0.297600000000564,1.52887413440613,97.7274485395179,3.10000000000588e-06
203,0.61,0.302560000000573,1.48678049691422,97.7400858818584,3.10000000000588e-06
203,0.62,0.307520000000583,1.44718549345976,97.7493575422032,3.10000000000588e-06
203,0.63,0.312480000000592,1.42815719489802,97.7515508021399,3.10000000000588e-06
203,0.64,0.317440000000602,1.39193999747662,97.755285198171,3.10000000000588e-06
203,0.65,0.322400000000611,1.37473076062856,97.7587416989602,3.10000000000588e-06
203,0.66,0.32736000000062,1.34149345700361,97.7620258207677,3.10000000000588e-06
203,0.67,0.33232000000063,1.32543174437682,97.7600414293899,3.10000000000588e-06
203,0.68,0.326400000000326,1.2948203981316,97.7609741621432,3.000000000003e-06
203,0.69,0.331200000000331,1.28022071307337,97.762520335569,3.000000000003e-06
203,0.7,0.336000000000336,1.2657659803697,97.755931833797,3.000000000003e-06
203,0.71,0.340800000000341,1.25190250386534,97.7579661890788,3.000000000003e-06
203,0.72,0.345600000000346,1.22498458962597,97.752305099655,3.000000000003e-06
203,0.73,0.35040000000035,1.21189039570107,97.7443512076594,3.000000000003e-06
203,0.74,0.355200000000355,1.19933359466152,97.7419499417019,3.000000000003e-06
203,0.75,0.36000000000036,1.18685807645203,97.7300603166008,3.000000000003e-06
203,0.76,0.364800000000365,1.17486322171623,97.723256210786,3.000000000003e-06
203,0.77,0.36960000000037,1.16297073881064,97.7133341234878,3.000000000003e-06
203,0.78,0.374400000000374,1.15150205220179,97.6995883693059,3.000000000003e-06
203,0.79,0.366560000000016,1.14036691565911,97.7082972263187,2.90000000000012e-06
203,0.8,0.371200000000016,1.12944882373102,97.6965527441557,2.90000000000012e-06
203,0.81,0.375840000000016,1.11876991104081,97.6991647884613,2.90000000000012e-06
203,0.82,0.380480000000016,1.10853915419285,97.7097379504473,2.90000000000012e-06
203,0.83,0.385120000000017,1.09829588350099,97.7072978075697,2.90000000000012e-06
203,0.84,0.389760000000017,1.08849131089719,97.713424127781,2.90000000000012e-06
203,0.85,0.394400000000017,1.07866789750625,97.7059701945454,2.90000000000012e-06
203,0.86,0.399040000000017,1.06925957261302,97.7055292980071,2.90000000000012e-06
203,0.87,0.403680000000017,1.0598232443418,97.6952636967302,2.90000000000012e-06
203,0.88,0.408320000000018,1.0598232443418,97.6952636967302,2.90000000000012e-06
203,0.89,0.412960000000018,1.05077944618804,97.6847845469579,2.90000000000012e-06
203,0.9,0.403199999999604,1.04170075450565,97.6689395459203,2.79999999999725e-06
203,0.91,0.407679999999599,1.0329985790393,97.6566687771087,2.79999999999725e-06
203,0.92,0.412159999999595,1.02439307715235,97.6446587411113,2.79999999999725e-06
203,0.93,0.416639999999591,1.02439307715235,97.6446587411113,2.79999999999725e-06
203,0.94,0.421120000003761,1.01603566473603,97.6265348060381,2.800000000025e-06
203,0.95,0.425599999999582,1.00790252950262,97.6333837635416,2.79999999999725e-06
203,0.96,0.430079999999577,1.00790252950262,97.6333837635416,2.79999999999725e-06
203,0.97,0.419039999999127,1.00012103530745,97.6430456057962,2.69999999999437e-06
203,0.98,0.423359999999118,0.992178804279327,97.6759979552038,2.69999999999437e-06
203,0.99,0.427679999999109,0.992178804279327,97.6759979552038,2.69999999999437e-06
204,0.6,0.297600000000564,1.52935134011024,97.7265617178616,3.10000000000588e-06
204,0.61,0.302560000000573,1.48718835818417,97.7377411172044,3.10000000000588e-06
204,0.62,0.307520000000583,1.44755188388553,97.7469554264832,3.10000000000588e-06
204,0.63,0.312480000000592,1.42848122434338,97.746843748333,3.10000000000588e-06
204,0.64,0.317440000000602,1.39222782830912,97.7504702924198,3.10000000000588e-06
204,0.65,0.322400000000611,1.37499907005062,97.7550446329051,3.10000000000588e-06
204,0.66,0.32736000000062,1.34173835690641,97.7584797982041,3.10000000000588e-06
204,0.67,0.33232000000063,1.32566111362031,97.7583216061119,3.10000000000588e-06
204,0.68,0.326400000000326,1.29501576990017,97.7590698534046,3.000000000003e-06
204,0.69,0.331200000000331,1.28041201365483,97.7597950949981,3.000000000003e-06
204,0.7,0.336000000000336,1.2659447280314,97.7552658876336,3.000000000003e-06
204,0.71,0.340800000000341,1.25207187031809,97.7555199764433,3.000000000003e-06
204,0.72,0.345600000000346,1.22513372543979,97.7493434585115,3.000000000003e-06
204,0.73,0.35040000000035,1.21203448849053,97.7411244803575,3.000000000003e-06
204,0.74,0.355200000000355,1.19946371527544,97.7368663483184,3.000000000003e-06
204,0.75,0.36000000000036,1.18697389391917,97.7270701669804,3.000000000003e-06
204,0.76,0.364800000000365,1.17498698657359,97.7234529893318,3.000000000003e-06
204,0.77,0.36960000000037,1.16307794836196,97.7101044337815,3.000000000003e-06
204,0.78,0.374400000000374,1.15159847580771,97.6979425153588,3.000000000003e-06
204,0.79,0.366560000000016,1.14044164335916,97.7052910864975,2.90000000000012e-06
204,0.8,0.371200000000016,1.12949872341746,97.6923116214456,2.90000000000012e-06
204,0.81,0.375840000000016,1.11881891560855,97.6943693891402,2.90000000000012e-06
204,0.82,0.380480000000016,1.10858055559557,97.7029384187954,2.90000000000012e-06
204,0.83,0.385120000000017,1.09835014423981,97.7038648924233,2.90000000000012e-06
204,0.84,0.389760000000017,1.08854294251575,97.7094200329088,2.90000000000012e-06
204,0.85,0.394400000000017,1.07872364988198,97.7029232246106,2.90000000000012e-06
204,0.86,0.399040000000017,1.06930569437618,97.7001642545095,2.90000000000012e-06
204,0.87,0.403680000000017,1.05987193114801,97.6892026617611,2.90000000000012e-06
204,0.88,0.408320000000018,1.05987193114801,97.6892026617611,2.90000000000012e-06
204,0.89,0.412960000000018,1.05082458314991,97.6836442115262,2.90000000000012e-06
204,0.9,0.403199999999604,1.04173603040163,97.6673703119375,2.79999999999725e-06
204,0.91,0.407679999999599,1.03303088862034,97.6514259802865,2.79999999999725e-06
204,0.92,0.412159999999595,1.02442892222988,97.6400251677382,2.79999999999725e-06
204,0.93,0.416639999999591,1.02442892222988,97.6400251677382,2.79999999999725e-06
204,0.94,0.421120000003761,1.01606344278798,97.6253141723427,2.800000000025e-06
204,0.95,0.425599999999582,1.00792739057847,97.6306049127848,2.79999999999725e-06
204,0.96,0.430079999999577,1.00792739057847,97.6306049127848,2.79999999999725e-06
204,0.97,0.419039999999127,1.00014121027441,97.635492411918,2.69999999999437e-06
204,0.98,0.423359999999118,0.992201031417414,97.6704869687507,2.69999999999437e-06
204,0.99,0.427679999999109,0.992201031417414,97.6704869687507,2.69999999999437e-06
205,0.6,0.297600000000564,1.52981343560263,97.7238976424376,3.10000000000588e-06
205,0.61,0.302560000000573,1.48759917130865,97.7368816239478,3.10000000000588e-06
205,0.62,0.307520000000583,1.44789864388325,97.7427572964484,3.10000000000588e-06
205,0.63,0.312480000000592,1.4288183349983,97.744305898867,3.10000000000588e-06
205,0.64,0.317440000000602,1.39253484316102,97.7491992884486,3.10000000000588e-06
205,0.65,0.322400000000611,1.37527782869582,97.7513830501584,3.10000000000588e-06
205,0.66,0.32736000000062,1.3419779729598,97.7549452009514,3.10000000000588e-06
205,0.67,0.33232000000063,1.32589459228864,97.7536993667549,3.10000000000588e-06
205,0.68,0.326400000000326,1.29522976869119,97.7547854602067,3.000000000003e-06
205,0.69,0.331200000000331,1.28060188176506,97.7554248409627,3.000000000003e-06
205,0.7,0.336000000000336,1.26612592398516,97.754157162087,3.000000000003e-06
205,0.71,0.340800000000341,1.25224921871708,97.7530143453149,3.000000000003e-06
205,0.72,0.345600000000346,1.22528251400938,97.7458036618365,3.000000000003e-06
205,0.73,0.35040000000035,1.21216837334351,97.7368973627518,3.000000000003e-06
205,0.74,0.355200000000355,1.19959801002752,97.7366651931747,3.000000000003e-06
205,0.75,0.36000000000036,1.18709993570459,97.7245205199153,3.000000000003e-06
205,0.76,0.364800000000365,1.17510811563346,97.7208735438889,3.000000000003e-06
205,0.77,0.36960000000037,1.16317177053251,97.7052336083778,3.000000000003e-06
205,0.78,0.374400000000374,1.15170530113757,97.6955027774555,3.000000000003e-06
205,0.79,0.366560000000016,1.14052434288084,97.7033558529551,2.90000000000012e-06
205,0.8,0.371200000000016,1.12956536633857,97.6877542334989,2.90000000000012e-06
205,0.81,0.375840000000016,1.11888891833237,97.6896616475193,2.90000000000012e-06
205,0.82,0.380480000000016,1.10864040587932,97.6989418767986,2.90000000000012e-06
205,0.83,0.385120000000017,1.09840656260063,97.7012242382298,2.90000000000012e-06
205,0.84,0.389760000000017,1.0885902400815,97.7061234305911,2.90000000000012e-06
205,0.85,0.394400000000017,1.07876695772582,97.6995437399856,2.90000000000012e-06
205,0.86,0.399040000000017,1.06934818493242,97.7009015181807,2.90000000000012e-06
205,0.87,0.403680000000017,1.05990358882529,97.686813185056,2.90000000000012e-06
205,0.88,0.408320000000018,1.05990358882529,97.686813185056,2.90000000000012e-06
205,0.89,0.412960000000018,1.05085725838647,97.6778194978902,2.90000000000012e-06
205,0.9,0.403199999999604,1.04177788875648,97.6640228362878,2.79999999999725e-06
205,0.91,0.407679999999599,1.03307048302181,97.6489279804074,2.79999999999725e-06
205,0.92,0.412159999999595,1.02445529733275,97.637834550395,2.79999999999725e-06
205,0.93,0.416639999999591,1.02445529733275,97.637834550395,2.79999999999725e-06
205,0.94,0.421120000003761,1.01608821944606,97.6246413311216,2.800000000025e-06
205,0.95,0.425599999999582,1.00795366654684,97.6270112688882,2.79999999999725e-06
205,0.96,0.430079999999577,1.00795366654684,97.6270112688882,2.79999999999725e-06
205,0.97,0.419039999999127,1.00017750558996,97.6314999800458,2.69999999999437e-06
205,0.98,0.423359999999118,0.992234778551673,97.6659269079722,2.69999999999437e-06
205,0.99,0.427679999999109,0.992234778551673,97.6659269079722,2.69999999999437e-06
206,0.6,0.297600000000564,1.5302713136734,97.7229430831324,3.10000000000588e-06
206,0.61,0.302560000000573,1.48799405135801,97.7336052200024,3.10000000000588e-06
206,0.62,0.307520000000583,1.44825118361832,97.7399102353461,3.10000000000588e-06
206,0.63,0.312480000000592,1.42913926335678,97.7406593824312,3.10000000000588e-06
206,0.64,0.317440000000602,1.39281909576013,97.7444370096424,3.10000000000588e-06
206,0.65,0.322400000000611,1.37554988107708,97.7497523017021,3.10000000000588e-06
206,0.66,0.32736000000062,1.34222130288394,97.7532874778687,3.10000000000588e-06
206,0.67,0.33232000000063,1.32611100607164,97.7504483763142,3.10000000000588e-06
206,0.68,0.326400000000326,1.29541792476799,97.7519280059198,3.000000000003e-06
206,0.69,0.331200000000331,1.28078847448835,97.7523508608255,3.000000000003e-06
206,0.7,0.336000000000336,1.26630094132656,97.7513147396824,3.000000000003e-06
206,0.71,0.340800000000341,1.25241218693815,97.7508260325138,3.000000000003e-06
206,0.72,0.345600000000346,1.2254234934022,97.7435899169557,3.000000000003e-06
206,0.73,0.35040000000035,1.21231415429955,97.736918562997,3.000000000003e-06
206,0.74,0.355200000000355,1.19972691810567,97.734318529035,3.000000000003e-06
206,0.75,0.36000000000036,1.18723009342259,97.7236904710288,3.000000000003e-06
206,0.76,0.364800000000365,1.17521987022298,97.7149880685578,3.000000000003e-06
206,0.77,0.36960000000037,1.16327923371957,97.7045147570066,3.000000000003e-06
206,0.78,0.374400000000374,1.15181229996807,97.6917264836622,3.000000000003e-06
206,0.79,0.366560000000016,1.14060232540155,97.6978247840781,2.90000000000012e-06
206,0.8,0.371200000000016,1.12962328921694,97.6825214285933,2.90000000000012e-06
206,0.81,0.375840000000016,1.11894444914892,97.6888197670253,2.90000000000012e-06
206,0.82,0.380480000000016,1.10869970103564,97.6957724810184,2.90000000000012e-06
206,0.83,0.385120000000017,1.09845761172607,97.697299425468,2.90000000000012e-06
206,0.84,0.389760000000017,1.088640336912,97.6993821441296,2.90000000000012e-06
206,0.85,0.394400000000017,1.07881097514393,97.693938844605,2.90000000000012e-06
206,0.86,0.399040000000017,1.06939614536267,97.6958896716022,2.90000000000012e-06
206,0.87,0.403680000000017,1.05994777195564,97.6828479013071,2.90000000000012e-06
206,0.88,0.408320000000018,1.05994777195564,97.6828479013071,2.90000000000012e-06
206,0.89,0.412960000000018,1.05089916019897,97.6742716942071,2.90000000000012e-06
206,0.9,0.403199999999604,1.04180957740522,97.6596561525795,2.79999999999725e-06
206,0.91,0.407679999999599,1.03310213247999,97.6473880412574,2.79999999999725e-06
206,0.92,0.412159999999595,1.02449037040174,97.6371470972059,2.79999999999725e-06
206,0.93,0.416639999999591,1.02449037040174,97.6371470972059,2.79999999999725e-06
206,0.94,0.421120000003761,1.01611637230645,97.6167787459467,2.800000000025e-06
206,0.95,0.425599999999582,1.0079800900136,97.6229493973904,2.79999999999725e-06
206,0.96,0.430079999999577,1.0079800900136,97.6229493973904,2.79999999999725e-06
206,0.97,0.419039999999127,1.0001972001554,97.6302062211095,2.69999999999437e-06
206,0.98,0.423359999999118,0.99226294382843,97.6639133736722,2.69999999999437e-06
206,0.99,0.427679999999109,0.99226294382843,97.6639133736722,2.69999999999437e-06
207,0.6,0.297600000000564,1.53072358559039,97.7204758488537,3.10000000000588e-06
207,0.61,0.302560000000573,1.48838980610147,97.7300287690666,3.10000000000588e-06
207,0.62,0.307520000000583,1.44860025937718,97.7364107901285,3.10000000000588e-06
207,0.63,0.312480000000592,1.42947436574534,97.7373797469663,3.10000000000588e-06
207,0.64,0.317440000000602,1.39309623893208,97.7415092440286,3.10000000000588e-06
207,0.65,0.322400000000611,1.37581579331092,97.7465385182565,3.10000000000588e-06
207,0.66,0.32736000000062,1.34245387239522,97.748461090346,3.10000000000588e-06
207,0.67,0.33232000000063,1.32633971042657,97.7488065421278,3.10000000000588e-06
207,0.68,0.326400000000326,1.29561346222974,97.7471967175857,3.000000000003e-06
207,0.69,0.331200000000331,1.2809771257226,97.7488807376227,3.000000000003e-06
207,0.7,0.336000000000336,1.26647239239985,97.7465739658594,3.000000000003e-06
207,0.71,0.340800000000341,1.25257945015172,97.7483551060937,3.000000000003e-06
207,0.72,0.345600000000346,1.22557322970942,97.7407256295361,3.000000000003e-06
207,0.73,0.35040000000035,1.21244893850269,97.7335658577387,3.000000000003e-06
207,0.74,0.355200000000355,1.19986411517094,97.7311948183216,3.000000000003e-06
207,0.75,0.36000000000036,1.18734602679334,97.7215019269764,3.000000000003e-06
207,0.76,0.364800000000365,1.17534603998386,97.7143973528419,3.000000000003e-06
207,0.77,0.36960000000037,1.16338165245548,97.7003584703117,3.000000000003e-06
207,0.78,0.374400000000374,1.15191348174731,97.6906123661696,3.000000000003e-06
207,0.79,0.366560000000016,1.14068529237242,97.6938819205135,2.90000000000012e-06
207,0.8,0.371200000000016,1.12969080823273,97.6787798866975,2.90000000000012e-06
207,0.81,0.375840000000016,1.11901088698318,97.682644672162,2.90000000000012e-06
207,0.82,0.380480000000016,1.10874819086544,97.6874558677224,2.90000000000012e-06
207,0.83,0.385120000000017,1.09850674204561,97.6918421079806,2.90000000000012e-06
207,0.84,0.389760000000017,1.08867980565474,97.6961716131466,2.90000000000012e-06
207,0.85,0.394400000000017,1.07885985031434,97.6895212381412,2.90000000000012e-06
207,0.86,0.399040000000017,1.0694373791163,97.6923730448911,2.90000000000012e-06
207,0.87,0.403680000000017,1.05998778342862,97.6757192131066,2.90000000000012e-06
207,0.88,0.408320000000018,1.05998778342862,97.6757192131066,2.90000000000012e-06
207,0.89,0.412960000000018,1.05094009920353,97.6734011189106,2.90000000000012e-06
207,0.9,0.403199999999604,1.0418484890047,97.6571148964826,2.79999999999725e-06
207,0.91,0.407679999999599,1.03313867735954,97.6430292532441,2.79999999999725e-06
207,0.92,0.412159999999595,1.02452143198494,97.6329942270341,2.79999999999725e-06
207,0.93,0.416639999999591,1.02452143198494,97.6329942270341,2.79999999999725e-06
207,0.94,0.421120000003761,1.01614611708291,97.610700600569,2.800000000025e-06
207,0.95,0.410399999999145,1.00800245405642,97.6228094448571,2.69999999999437e-06
207,0.96,0.414719999999136,1.00800245405642,97.6228094448571,2.69999999999437e-06
207,0.97,0.419039999999127,1.00022061209803,97.6268190182602,2.69999999999437e-06
207,0.98,0.423359999999118,0.992282312017106,97.660760683555,2.69999999999437e-06
207,0.99,0.427679999999109,0.992282312017106,97.660760683555,2.69999999999437e-06
208,0.6,0.297600000000564,1.53117969614075,97.717819637026,3.10000000000588e-06
208,0.61,0.302560000000573,1.48877999178228,97.7269995734069,3.10000000000588e-06
208,0.62,0.307520000000583,1.44894467630476,97.7340270698283,3.10000000000588e-06
208,0.63,0.312480000000592,1.42978613242151,97.7336284375177,3.10000000000588e-06
208,0.64,0.317440000000602,1.39338992129212,97.7378254986666,3.10000000000588e-06
208,0.65,0.322400000000611,1.37608687498211,97.7416214013537,3.10000000000588e-06
208,0.66,0.32736000000062,1.34268984587366,97.7445087065117,3.10000000000588e-06
208,0.67,0.321600000000322,1.32656037233107,97.7450620472275,3.000000000003e-06
208,0.68,0.326400000000326,1.29581446700031,97.7434100955363,3.000000000003e-06
208,0.69,0.331200000000331,1.28116304447672,97.7459636836414,3.000000000003e-06
208,0.7,0.336000000000336,1.26665384914205,97.7432957476892,3.000000000003e-06
208,0.71,0.340800000000341,1.25273764681936,97.7454740466393,3.000000000003e-06
208,0.72,0.345600000000346,1.22571735778617,97.7385743190576,3.000000000003e-06
208,0.73,0.35040000000035,1.21257838901351,97.7295277386293,3.000000000003e-06
208,0.74,0.355200000000355,1.19999234935756,97.7292092451518,3.000000000003e-06
208,0.75,0.36000000000036,1.18746954555404,97.7209497599644,3.000000000003e-06
208,0.76,0.364800000000365,1.17545447366916,97.7135648982538,3.000000000003e-06
208,0.77,0.36960000000037,1.16349144068228,97.6996784817923,3.000000000003e-06
208,0.78,0.374400000000374,1.15202251908755,97.6890094667046,3.000000000003e-06
208,0.79,0.366560000000016,1.14076644244887,97.6893115316691,2.90000000000012e-06
208,0.8,0.371200000000016,1.12975586977473,97.6727053072063,2.90000000000012e-06
208,0.81,0.375840000000016,1.11908952008149,97.6792351464388,2.90000000000012e-06
208,0.82,0.380480000000016,1.10880567347552,97.6832900436549,2.90000000000012e-06
